,Men_log,Women_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,IncomePerCap_log,IncomePerCapErr_log,Poverty_log,ChildPoverty_log,TotalPop_log,MeanCommute_scale
Alabama-Autauga,10.19410281896535,10.256816906223763,-0.43722582067054533,0.016189360668591116,0.688840030472211,-0.18250295060451638,-0.08700989637500284,-0.11258977713575608,2.151762203259462,2.8390784635086144,25144684268.73686,4.136473519545377,0.3734769619172768,0.6848266081210523,10.845075592184445,7.779466967458324,10.125590562675091,6.984716320118266,2.5572273113676265,2.9231615807191558,10.919098594700833,0.5752633393672313
Alabama-Baldwin,11.46493198336495,11.510993600120402,-0.33846496799278536,0.3345589012658522,0.05845126474738374,-0.1549243082342631,-0.20096266196374024,-0.11258977713575608,2.379546134130174,2.4159137783010487,20913264771.2982,4.136473519545377,0.6031460500405398,0.7129159957715903,10.824845424743302,7.141245122350491,10.215264497991953,6.566672429803241,2.5952547069568657,2.954910279033736,12.181375157927919,0.5574049078300508
Alabama-Barbour,9.581697010450897,9.428270356237505,-0.33326702837816646,-1.27473370805455,2.6640581630766698,-0.21008159297476972,-0.3149154275524776,-0.11258977713575608,2.379546134130174,3.139832617527748,19685368542.473904,4.74221037222263,0.8394763500390321,0.7393175950494679,10.403171335883274,7.997326822998097,9.730561717382535,6.682108597449809,3.2846635654062037,3.8133070324889884,10.201070449665172,0.14666098247490514
Alabama-Bibb,9.398726833332388,9.262078567380597,-0.458017579129021,-0.0405065849172224,0.8919652994279885,-0.18250295060451638,-0.42886819314121494,-0.11258977713575608,2.9444389791664403,3.1654750481410856,18900325764.18798,5.419249323637295,0.4273890922944439,0.7393175950494679,10.563026241922243,8.292798858200374,9.821789308551622,7.388946097618437,2.8213788864092133,3.32862668882732,10.025882160749735,0.9860072647223777
Alabama-Blount,10.258080330270536,10.281855492759925,-0.12534944379340865,0.5438977772750108,-0.501894304785796,-0.19629227178964304,-0.42886819314121494,-0.11258977713575608,2.6026896854443837,2.990719731730447,21194538781.1875,4.824033167955535,0.5641603756139424,0.3103780168858844,10.73232317262129,8.052296499538647,9.929739923680193,6.56244409369372,2.8154087194227095,3.3032169733019514,10.963185747705012,2.0753715884903734
Alabama-Bullock,8.641179171197228,8.520786726926367,-0.3436629076074043,-2.3214280881003404,4.345094871676209,-0.07218838112350312,-0.3908839379449692,-0.11258977713575608,3.0007198150650303,3.2733640101522705,10426855940.83976,5.757585886995034,1.267995442989618,0.7876883935959887,10.371551802400813,8.679992081721329,9.774517171239168,7.628031126930335,3.202746442938317,3.648057459593681,9.275940829060131,0.753847654739034
Alabama-Butler,9.159257581746866,9.292104673778823,-0.5099969752752106,-0.9650866206243373,2.4609328941208917,-0.22387091415989635,-0.3149154275524776,-0.11258977713575608,2.33214389523559,3.1654750481410856,20635079436.607513,5.141255647872872,0.5221666900997034,0.42014412825939745,10.380621947334651,7.491645473605133,9.819562317598367,6.570882962339584,3.2347491740244907,3.6686767467964168,9.921032731751877,0.23595314016080648
Alabama-Calhoun,10.937987895736994,11.008313827670705,-0.3904443641389748,-0.1059249836700843,0.8149177836171765,-0.21008159297476972,-0.12499415157124862,-0.11258977713575608,2.3513752571634776,3.0155349008501706,21766460927.09714,4.31593211161125,0.67343992738632,0.6548608232528105,10.638328347645203,6.829793737512425,9.969930509084842,6.192362489474872,3.0204248861443626,3.4531571205928664,11.666916131996121,0.14666098247490514
Alabama-Chambers,9.696340374306518,9.7881328161731,-0.5515804921921621,-0.7906375572833723,2.2157817074501254,-0.21008159297476972,-0.1629784067674944,-0.11258977713575608,2.4423470353692043,3.1945831322991562,21478928448.374485,5.010959488192185,0.24871170625465452,0.3103780168858844,10.439308182191418,7.989221408815276,9.955652966516807,7.2196420401307355,3.0726933146901194,3.616308761279101,10.436436637789742,0.3252452978467078
Alabama-Cherokee,9.470779708034089,9.47523988153072,-0.49440315643135374,0.7096243874489274,-0.2707517573533594,-0.1549243082342631,-0.35289968274872335,-0.11258977713575608,2.617395832834079,3.068052935133617,19818788230.263004,5.063388895304106,0.4273890922944439,0.46767368991005126,10.4994628213438,7.444248649496705,9.990169708671852,7.349873704738337,2.954910279033736,3.40452517175483,10.16615946198374,0.7359892232018534
Alabama-Chilton,9.981327836654465,10.00784756786037,-0.17732883993959808,0.22116701009422518,0.10748150208153692,-0.18250295060451638,-0.35289968274872335,-0.11258977713575608,2.72785282839839,2.970414465569701,16467661241.15248,5.590451702852611,0.6394741277673885,0.7129159957715903,10.636504274176522,7.613324979540639,9.971099470946148,7.27655640271871,2.9496883350525844,3.4210000089583352,10.687822792259214,1.5574770739121462
Alabama-Choctaw,8.76123680683819,8.85552084853691,-0.5515804921921621,-0.85169472945271,2.397894017548409,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.9069010598473755,3.0819099697950434,22057163544.426395,4.575269859980675,0.8622934989190693,0.7129159957715903,10.420374767680714,7.7102051944325325,9.940542460487139,7.22983877815125,3.152736022363656,3.5380565643793527,9.502636781978708,1.3253174639288026
Alabama-Clarke,9.378732023236639,9.490695669041504,-0.556778431806781,-0.960725394040813,2.565997688408363,-0.23766023534502304,-0.3149154275524776,0.43176319940648805,2.451005098112319,3.292126286607793,17407634507.84403,5.243675807358095,0.7052943814338556,0.9532788535456382,10.373834872713369,8.035278911144667,9.906682443432647,7.292337176173877,3.2068032436339315,3.3945083935113587,10.12942719115234,-0.049781764434078064
Alabama-Clay,8.805525052709516,8.834336974017637,-0.4060381829828316,0.19499965059308066,0.4016629260864564,-0.1411349870491364,-0.46685244833746076,-0.11258977713575608,2.72785282839839,3.370738174177447,20359955966.46141,4.603409089199939,0.8394763500390321,0.5513116879186498,10.47240282307672,8.415603335654604,9.847181716325034,6.9726062513017535,2.8154087194227095,3.1135153092103742,9.513181956185786,1.2538837377800816
Alabama-Cleburne,8.900276348631271,8.944811104165534,-0.45281963951440224,0.7445142001171203,-0.4038338301174895,-0.21008159297476972,-0.3149154275524776,-0.11258977713575608,2.747270914255491,3.0301337002713233,12739735426.109652,6.390431376362567,0.17565699283503194,0.5883840329178517,10.546814038112117,8.264363329731667,9.911009193934975,7.213031659834869,2.833213344056216,3.269568939183719,9.615938804529582,1.7896366838954891
Alabama-Coffee,10.133566994851451,10.154635300259935,-0.2397041153150254,-0.1713433824229462,0.5977838754230692,-0.12734566586400975,-0.011041385982511266,-0.11258977713575608,2.4932054526026954,2.6741486494265287,21766460927.09714,4.374544944480774,0.6031460500405398,0.6848266081210523,10.752120235936289,7.633369649679584,10.124067821447174,6.74993119378857,2.8390784635086144,3.2733640101522705,10.8373038112761,-0.424808826714864
Alabama-Colbert,10.17743828010161,10.24498286663967,-0.4476216998997832,0.1513873847578394,0.4857147615164333,-0.1549243082342631,-0.35289968274872335,0.023498466999804964,2.3702437414678603,3.0301337002713233,30821878531.077328,3.2111040056611677,0.5641603756139424,0.46767368991005126,10.610932037796898,7.8383433155571165,10.023312945604477,6.821107472256465,2.856470206220483,3.261935314328648,10.904927929451965,-0.08549862750843848
Alabama-Conecuh,8.728426091704613,8.808219665118408,-0.4892052168167348,-1.065394832045392,2.523971770693375,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,2.4336133554004498,3.32862668882732,36843249417.320175,2.5507501185309254,0.4273890922944439,0.2463115434874052,10.1226230824528,8.006700845440367,9.678341998551245,7.221835825288449,3.520460802488973,3.7256934272366524,9.462265724715845,1.1467331485569998
Alabama-Coosa,8.626764827845529,8.60300384782935,-0.4632155187436401,-0.446100657184966,1.5433670240103101,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,2.5416019934645457,3.3178157727231046,21911414253.72377,4.51859876689588,0.5641603756139424,0.5883840329178517,10.348557915236652,7.9966538754626075,9.771041285235823,6.8679744089702925,2.9601050959108397,3.3141860046725258,9.308102089758679,0.9502904016480173
Alabama-Covington,9.816785218696834,9.880577100953023,-0.49440315643135374,0.3432813544329006,0.3036024514181499,-0.16871362941938972,-0.35289968274872335,0.023498466999804964,2.7212954278522306,2.9652730660692823,18644462631.022144,4.824033167955535,0.7634988231018599,0.83100828002934,10.50353211483375,7.422373700986824,9.95118187839879,6.583409222158765,3.005682604407159,3.4404180948154366,10.542336929688224,0.39667902399542865
Alabama-Crenshaw,8.833899942908635,8.864322722511439,-0.48400727720211584,-0.21495564825818744,1.0390560114304483,-0.12734566586400975,0.21686414519496353,-0.11258977713575608,2.5257286443082556,3.202746442938317,17050089442.7472,4.931513362209084,0.7052943814338556,0.5112199906124424,10.491885141897002,8.019941687677365,9.932317934204004,7.113956109566034,2.8154087194227095,2.954910279033736,9.542374201998465,0.8252813808877548
Alabama-Cullman,10.598657685547298,10.618494067448967,-0.34886084722202326,0.7314305203665481,-0.529911583262455,-0.18250295060451638,-0.238946917159986,-0.11258977713575608,2.631888840136646,2.89591193827178,21194538781.1875,4.490063313290588,0.7634988231018599,0.5883840329178517,10.570573058768215,7.330405211844402,9.946594933570061,6.588926477533519,2.917770732084279,3.2188758248682006,11.301772241507571,0.5574049078300508
Alabama-Dale,10.114882356815789,10.132931216398818,-0.2604958737735012,-0.24548423434285646,0.7518789070446936,-0.16871362941938972,-0.011041385982511266,-0.11258977713575608,2.6946271807700692,2.785011242238338,24982278052.46096,3.4237265837537674,0.790194514736272,0.7876883935959887,10.715039797474695,7.7886260656250315,10.024199627698392,6.814542897259958,2.9496883350525844,3.265759410767051,10.81709468678108,-0.5141009844007652
Alabama-Dallas,9.875602349046593,10.030296399399823,-0.556778431806781,-2.0423095867547962,4.240030077388738,-0.21008159297476972,-0.35289968274872335,-0.11258977713575608,2.312535423847214,3.1986731175506815,17771346672.389027,4.877999496816435,0.9245723099670654,0.7641944631236741,10.214861737244696,7.637716432664798,9.787403073515327,6.669498089857879,3.5553480614894135,3.9852734671677386,10.649084858096993,0.11094411940054409
Alabama-DeKalb,10.476555312765532,10.479932363309931,0.1553392953960144,0.2386119164283219,-0.4808813459283018,-0.08597770230862976,-0.35289968274872335,0.023498466999804964,2.517696472610991,3.2733640101522705,22948568105.878674,4.603409089199939,0.4273890922944439,0.5513116879186498,10.550381348578611,7.215239978730097,9.820703591057207,6.376726947898627,2.928523523860541,3.2268439945173775,11.171392444155797,-0.08549862750843848
Alabama-Elmore,10.580556162883383,10.63106031411106,-0.4268299414413075,-0.07975762416893978,0.8639480209513296,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,2.2617630984737906,2.766319109226186,24500246308.441654,4.196914590058115,0.31424001393388884,0.6548608232528105,10.88846444219873,7.590852123688581,10.101559419421314,6.846943139585379,2.6100697927420065,3.0204248861443626,11.299274218839363,0.9324319701108367
Alabama-Escambia,9.879399757007038,9.820703591057207,-0.5099969752752106,-0.6423558534435517,1.7324836537277581,0.20359804257903008,-0.42886819314121494,-0.11258977713575608,2.3978952727983707,2.928523523860541,31015017902.582344,3.2111040056611677,0.67343992738632,0.3679817498566914,10.383750870719478,7.700295203420117,9.743612184572003,6.742880635791903,3.186352633162641,3.459466289786131,10.543629447772176,-0.03192333289689754
Alabama-Etowah,10.823909738189732,10.888539128981071,-0.38524642452435587,0.13394247842374266,0.4717061222781038,-0.19629227178964304,-0.20096266196374024,0.023498466999804964,2.2823823856765264,3.077312260546414,23099986160.520653,4.106011489627671,0.31424001393388884,0.3679817498566914,10.576942099750337,7.588829878307813,9.9281801651265,6.249975242259483,2.9806186357439426,3.456316680883235,11.549893643070217,0.021651961714642756
Alabama-Fayette,9.045111892608405,9.038246335337664,-0.5359866733483053,0.4305058861033831,0.23355925522650242,-0.23766023534502304,-0.3149154275524776,-0.11258977713575608,2.5416019934645457,3.1822118404966093,23559197343.734108,4.796876804770054,0.24871170625465452,0.1744700809167619,10.453918430894479,7.655390644826152,9.880474778227056,7.075808863978387,2.9069010598473755,3.242592351485517,9.734832186505988,0.9145735385736562
Alabama-Franklin,9.636326803305096,9.700330435154035,0.24370426884453644,0.13394247842374266,-0.3197819946875126,-0.1411349870491364,-0.42886819314121494,0.023498466999804964,2.5494451709255714,3.490428515390098,15460678599.682755,5.344557752748386,0.17565699283503194,1.1741081729609586,10.473675825695626,7.798523053625206,9.830648006359171,6.882437470997847,3.1135153092103742,3.6584202466292277,10.361987770523434,1.021724127796738
Alabama-Geneva,9.486000469200638,9.52083524249312,-0.38524642452435587,0.3738099405175696,0.0024167077940657152,-0.19629227178964304,-0.011041385982511266,-0.11258977713575608,2.990719731730447,2.772588722239781,17168591023.652016,5.037226821582346,0.5641603756139424,0.8099233562582846,10.491940661981408,7.611842399580417,9.914625296946584,7.168579897264035,3.1441522786722644,3.6938669956249757,10.196716711417025,0.4502543186069696
Alabama-Greene,8.31752199628717,8.434246270595311,-0.5359866733483053,-2.513322057775402,5.038522513973518,-0.22387091415989635,-0.3908839379449692,-0.11258977713575608,2.2512917986064953,3.095577608523707,17528182551.97128,4.286405019285206,1.109619614873233,0.8701017335679802,9.930178167789173,7.7886260656250315,9.518633568332074,7.462214939768189,3.6938669956249757,4.204692619390966,9.070733417589766,1.289600600854442
Alabama-Hale,8.879472402074802,8.996280439395015,-0.5151949148898295,-1.545129756233046,3.4695549192806157,-0.19629227178964304,-0.35289968274872335,0.023498466999804964,2.501435951739211,3.0587070727153796,26306110773.04739,4.136473519545377,0.24871170625465452,0.7393175950494679,10.395558399818471,7.771910256435763,9.845699528768733,7.104144092987527,3.288401887516811,3.6609942506244004,9.632728147280256,1.1645915800941804
Alabama-Henry,9.019058793810718,9.104201775914515,-0.4424237602851643,-0.31090263309571836,1.3822676727695207,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.388762789235098,2.995732273553991,22203712242.208324,4.075385090122899,0.6031460500405398,0.9532788535456382,10.645353466142934,8.077136638538454,10.040244985890988,7.264730177929867,2.747270914255491,3.0252910757955354,9.755683357767733,0.6466970655159522
Alabama-Houston,10.810999866598701,10.896202144253335,-0.4060381829828316,-0.3370699925968628,1.2281726411478966,-0.19629227178964304,-0.1629784067674944,-0.11258977713575608,2.33214389523559,2.6461747973841225,26989425540.844555,3.5606382399976915,0.47674541965716233,0.6848266081210523,10.635158087766825,6.760414691083428,10.082679216321155,6.131226489483141,2.9069010598473755,3.3978584803966405,11.547655340157915,-0.3355166690289626
Alabama-Jackson,10.16877063004443,10.195559973289201,-0.4320278810559263,0.6093161760278727,-0.3898251908791601,-0.08597770230862976,-0.3149154275524776,0.023498466999804964,2.5649493574615367,3.2809112157876537,26137532876.125843,3.6940210201053354,0.7052943814338556,0.46767368991005126,10.538608295573725,7.243512974665482,9.906782119485557,6.658011045870748,2.8903717578961645,3.254242968705492,10.87540218815828,0.3788205924582481
Alabama-Jefferson,12.649414615509887,12.758361658079135,-0.37485054529511797,-1.065394832045392,2.348863780214256,-0.21008159297476972,0.14089563480247197,-0.11258977713575608,2.0014800002101243,2.451005098112319,21194538781.1875,4.286405019285206,0.7052943814338556,0.5883840329178517,10.727882269705747,6.813444599510896,10.212441760263449,6.0014148779611505,2.9338568698359038,3.3250360206965914,13.398518266424121,0.0573688247890038
Alabama-Lamar,8.829372735468406,8.895766604056085,-0.49960109604597264,0.4610344721880521,0.17052037865401967,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,2.6878474937846906,3.2068032436339315,17168591023.652016,5.920921535291336,0.3734769619172768,0.5513116879186498,10.475878531960273,7.609862200913554,9.909966518633837,7.765993079407675,3.1822118404966093,3.616308761279101,9.556267767368151,0.5216880447556904
Alabama-Lauderdale,10.701422584813201,10.785559441023599,-0.4476216998997832,0.41306097976928696,0.08646854322404275,-0.18250295060451638,-0.20096266196374024,-0.11258977713575608,2.3978952727983707,2.760009940032921,22797970345.77005,4.196914590058115,0.790194514736272,0.5883840329178517,10.67185815433366,7.379008127628304,10.094727554837329,6.666956792429207,2.884800712846709,3.246490991901174,11.437522808921042,0.23595314016080648
Alabama-Lawrence,9.706316282491837,9.750627705891793,-0.4632155187436401,0.046717946753260124,0.19153333751151397,0.5069631086518166,-0.42886819314121494,-0.11258977713575608,2.72785282839839,3.2771447329921766,25803051783.04464,4.166773725908501,0.4273890922944439,0.42014412825939745,10.596709730283713,7.8826922062890254,9.969696552646463,6.940222469119639,2.928523523860541,3.202746442938317,10.421864592454954,0.9145735385736562
Alabama-Lee,11.215556626928903,11.247722174278874,-0.3800484849097369,-0.3152638596792422,1.0040344133346246,-0.22387091415989635,0.7866279731386503,-0.11258977713575608,2.1162555148025524,2.5649493574615367,20773787699.228977,3.8880235783936055,0.9245723099670654,0.5883840329178517,10.704816265940602,7.674152921281675,10.100533504728464,6.648984550024776,3.169685580677429,3.1780538303479458,11.924915903393533,-0.2819413744174217
Alabama-Limestone,10.706071927794449,10.696004842041615,-0.2708917530027391,0.0859689860049775,0.28959381217982044,-0.16871362941938972,-0.011041385982511266,-0.11258977713575608,2.517696472610991,2.772588722239781,24982278052.46096,4.166773725908501,0.4273890922944439,0.42014412825939745,10.811141091014619,7.25063551189868,10.149135959190406,7.01301578963963,2.6602595372658615,2.917770732084279,11.394198233701427,0.5395464762928709
Alabama-Lowndes,8.54188580400661,8.633552992532433,-0.556778431806781,-2.1862300640110925,4.58324173872781,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.2192034840549946,3.4468078929142076,17407634507.84403,5.493138521547568,0.5221666900997034,0.2463115434874052,10.161071177163876,7.815207062189088,9.821680789832037,7.900266036767701,3.349904087274605,3.686376323895818,9.281916570465405,1.1110162854826393
Alabama-Macon,9.123256265069069,9.292104673778823,-0.4892052168167348,-2.587462909695312,5.059535472831014,-0.19629227178964304,-0.3908839379449692,-0.11258977713575608,2.2082744135228043,2.9231615807191558,12739735426.109652,5.294304853556689,1.3196470104956102,0.7129159957715903,10.333254953167257,7.646353722445999,9.762730114819865,6.548219102762372,3.254242968705492,3.634951112088381,9.904387147778964,-0.26408294288024114
Alabama-Madison,12.040147922897566,12.083995402950768,-0.32806908876354746,-0.4286557508508699,1.0670732899071071,-0.1549243082342631,0.48275393156868407,0.023498466999804964,1.9021075263969205,2.2925347571405443,24183177837.599648,3.594304355884064,0.67343992738632,0.7393175950494679,10.968077592589802,7.274479558773871,10.377576575186112,6.398594934535208,2.617395832834079,2.9652730660692823,12.75545914942289,-0.44266725825204384
Alabama-Marengo,9.1539816383068,9.29228895462335,-0.45281963951440224,-1.2921786143886467,2.9862568655582478,-0.22387091415989635,-0.42886819314121494,-0.11258977713575608,2.5257286443082556,3.005682604407159,22057163544.426395,4.31593211161125,0.5221666900997034,0.5513116879186498,10.374802821206659,7.853993087224244,9.974458466406707,7.553286605600419,3.261935314328648,3.56953269648137,9.918671687861169,-0.21050764826870022
Alabama-Marion,9.616072111201778,9.64101828255575,-0.4476216998997832,0.7139856140324513,-0.3477992731641716,-0.21008159297476972,-0.35289968274872335,-0.11258977713575608,2.3513752571634776,3.100092288878234,21194538781.1875,4.403634909389865,0.5641603756139424,0.7393175950494679,10.382791548979164,7.642044402873258,9.905585350618274,6.974478911025045,3.0007198150650303,3.246490991901174,10.321770164354907,0.11094411940054409
Alabama-Marshall,10.745248684922709,10.777058657190121,0.08776608040596809,0.31711399493175607,-0.47387702630913703,-0.18250295060451638,-0.2769311723562318,-0.11258977713575608,2.5952547069568657,3.0492730404820207,17407634507.84403,5.26903786231084,0.6031460500405398,0.5112199906124424,10.570880932644982,7.140453043101158,9.969415732650235,6.516193076042964,3.005682604407159,3.493472657771326,11.454427330575918,0.0573688247890038
Alabama-Mobile,12.197112624158663,12.283195710576756,-0.43722582067054533,-0.755747744615179,1.8445527676343942,-0.1549243082342631,0.25484840039120926,-0.11258977713575608,2.272125885509337,2.6602595372658615,22648189371.529602,3.951182474870439,0.5641603756139424,0.5112199906124424,10.687594554708582,6.906754778648554,10.041203925899962,5.8944028342648505,2.9601050959108397,3.3357695763397,12.934227349287102,0.20023627708644542
Alabama-Monroe,9.272281773516365,9.35686202463895,-0.5151949148898295,-0.8996682218714753,2.3208465017375968,-0.058399059938376456,-0.35289968274872335,-0.11258977713575608,2.5952547069568657,3.104586678466073,28580588853.851147,3.4926405800790095,0.6031460500405398,0.46767368991005126,10.213065647837128,8.11969625295725,9.671744632408455,6.831953565565855,3.4468078929142076,3.6938669956249757,10.008613040577128,0.18237784554926556
Alabama-Montgomery,11.592623497865622,11.693929487530346,-0.3956423037535937,-1.6803277803222938,3.3014512484206615,-0.21008159297476972,0.3688011659799468,-0.11258977713575608,1.791759469228055,2.624668592163159,21053514009.48822,4.345311374159795,0.7352522999539252,0.46767368991005126,10.700296306368244,6.937314081223682,10.132135924484782,6.26530121273771,3.1179499062782403,3.5085558999826545,12.337705987996605,-0.7105437313097479
Alabama-Morgan,10.98213520078464,11.018170021381732,-0.16693296071036018,0.059801626503832375,0.24056357484566715,-0.16871362941938972,-0.238946917159986,0.023498466999804964,2.4595888418037104,2.9338568698359038,25637141131.816547,4.2268985309164755,0.4273890922944439,0.42014412825939745,10.730968928388284,7.075808863978387,10.104344594271097,6.447305862541213,2.7788192719904172,3.190476350346503,11.69346209639893,0.14666098247490514
Alabama-Perry,8.444837529224097,8.591743922680534,-0.5255907941190674,-1.9812524145854584,4.155978241958761,-0.23766023534502304,-0.3149154275524776,-0.11258977713575608,1.7047480922384253,3.0349529867072724,20497136637.454052,3.9824931926087057,1.1217858086574126,0.9532788535456382,10.107937461403084,7.982074875081202,9.602652693506046,7.383989457978509,3.594568774642695,3.9871304779149512,9.214133170214879,0.5752633393672313
Alabama-Pickens,9.175438319966918,9.230044955250518,-0.4892052168167348,-0.8822233155373786,2.3558680998334203,-0.23766023534502304,-0.42886819314121494,-0.11258977713575608,2.5877640352277083,3.3105430133940246,17771346672.389027,4.877999496816435,0.790194514736272,0.3679817498566914,10.319892600682627,7.762596048540069,9.795735290041899,7.05444965813294,3.2188758248682006,3.5610460826040513,9.896261507444388,1.18245001163136
Alabama-Pike,9.668903811079362,9.760598224985888,-0.5255907941190674,-0.7993600104504203,2.068690995447666,-0.12734566586400975,0.3308169107837009,-0.11258977713575608,2.2407096892759584,2.9601050959108397,24660062720.3136,3.1381283687891535,0.9245723099670654,0.5513116879186498,10.398945699170996,7.805882040228621,9.873801242165767,6.736966958001855,3.261935314328648,3.4111477125153233,10.408948813802969,-0.7284021628469284
Alabama-Randolph,9.313799080344413,9.355133116877724,-0.4216320018266885,-0.009977998832553393,0.7658875462830234,-0.19629227178964304,-0.3908839379449692,0.159586711135366,2.5726122302071057,3.261935314328648,14923582045.251694,5.319477812655111,0.7352522999539252,0.622799085152153,10.516617025110042,7.909122183211411,9.871119307503399,7.170119543449628,3.0155349008501706,3.342861804649192,10.027826826791735,0.700272360127493
Alabama-Russell,10.252276483450736,10.307451534518025,-0.32287114914892856,-1.1177295510476817,2.3068378624992674,-0.19629227178964304,-0.1629784067674944,0.159586711135366,2.341805806147327,2.791165107812717,21911414253.72377,4.345311374159795,0.6394741277673885,0.5513116879186498,10.519996639806674,7.767687277186908,9.897570078772091,6.672032945461067,3.044522437723423,3.40452517175483,10.973391677067495,0.18237784554926556
Alabama-St. Clair,10.672229100017557,10.662492695887538,-0.458017579129021,0.47411815193862433,0.05144694512821902,-0.18250295060451638,-0.1629784067674944,-0.11258977713575608,2.517696472610991,2.791165107812717,22948568105.878674,4.075385090122899,0.3734769619172768,0.622799085152153,10.856283776222593,7.3453648404168685,10.092784723066508,6.795705775173514,2.772588722239781,3.104586678466073,11.360519928161361,1.2181668747057213
Alabama-Shelby,11.504227749267033,11.555946639520423,-0.2708917530027391,0.14702615817431489,0.21254629636900813,-0.21008159297476972,0.2928326555874551,-0.11258977713575608,1.9878743481543455,2.128231705849268,22057163544.426395,3.9196935995923896,0.4273890922944439,0.5112199906124424,11.158918387679824,7.29776828253138,10.419121597294424,6.682108597449809,2.1162555148025524,2.341805806147327,12.223568693146925,0.9324319701108367
Alabama-Sumter,8.683554728631462,8.914088348841334,-0.5515804921921621,-2.2080361969287132,4.46416830520201,-0.18250295060451638,0.1788798899987177,-0.11258977713575608,1.9600947840472698,2.975529566236472,23099986160.520653,4.013628660371672,1.0274338075002096,0.2463115434874052,9.87822102528824,7.791522819150732,9.46397433028839,6.695798917058491,3.754198920234579,4.044804116661965,9.498597279178806,0.18237784554926556
Alabama-Talladega,10.583904040617256,10.644066832655934,-0.458017579129021,-0.5115190559378279,1.627418859440287,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.4159137783010487,3.1612467120315646,20497136637.454052,4.659303591635055,0.7052943814338556,0.622799085152153,10.467522134633262,7.515889085215125,9.883182799195763,6.434546518787453,3.1354942159291497,3.6136169696133895,11.307584994170686,0.23595314016080648
Alabama-Tallapoosa,9.882927638570767,9.978595025022933,-0.4424237602851643,-0.28037404701104934,1.3122244765778732,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,2.4932054526026954,3.1441522786722644,18266034080.30775,5.167008658406356,0.31424001393388884,0.3679817498566914,10.57658507529037,7.735870319952567,9.960670966063581,6.774223886357614,3.1135153092103742,3.6938669956249757,10.625052107457568,0.16451941401208503
Alabama-Tuscaloosa,11.480205973007298,11.549035575982286,-0.4060381829828316,-0.5202415091048763,1.5363627043911454,-0.22387091415989635,0.10291137960622614,-0.11258977713575608,2.2082744135228043,2.766319109226186,22499221685.490433,4.196914590058115,0.7352522999539252,0.5513116879186498,10.748604464955758,7.154615356913663,10.048626318202366,6.302618975744905,2.9496883350525844,3.2386784521643803,12.208360027476308,-0.21050764826870022
Alabama-Walker,10.373897349284675,10.431465235119685,-0.45281963951440224,0.6180386291949204,-0.20771288078087663,-0.22387091415989635,-0.3149154275524776,-0.11258977713575608,2.653241964607215,2.8678989020441064,20635079436.607513,5.037226821582346,0.5641603756139424,0.5883840329178517,10.486903568942912,7.438383530044307,9.91175329695316,6.453624998892692,3.1135153092103742,3.4719664525503626,11.096242673256556,1.2003084431685407
Alabama-Washington,9.046644279305394,9.048644632975885,-0.5047990356605916,-0.446100657184966,1.1371164860987546,0.8792747806502363,-0.3149154275524776,-0.11258977713575608,2.8213788864092133,3.339321977944068,15569989229.095577,6.012644624206908,0.7052943814338556,0.5883840329178517,10.664550357894438,7.724004656676065,9.89055427712423,6.9985096422506015,2.9496883350525844,3.246490991901174,9.740792136877351,1.664627663135228
Alabama-Wilcox,8.589699882202986,8.675734219544788,-0.5411846129629242,-2.094644305757086,4.4361510267253506,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.1400661634962708,3.261935314328648,22351063800.962036,3.824127721433905,0.7052943814338556,0.5513116879186498,10.075337809462788,8.097730573664219,9.558882332684727,7.075808863978387,3.629660094453965,3.910021002757473,9.326789184619429,-0.12121549058279889
Alabama-Winston,9.382274835883651,9.4136076932856,-0.4268299414413075,0.8230162786205545,-0.5719375009774434,-0.19629227178964304,-0.3908839379449692,-0.11258977713575608,2.3978952727983707,3.2108436531709366,21194538781.1875,4.769603036973108,0.47674541965716233,0.8099233562582846,10.410124415680665,7.682021510826875,9.842037590219906,6.913737350659685,3.086486636822455,3.616308761279101,10.091211158619078,0.6288386339787723
Alaska-Aleutians East Borough,7.6953031349635665,7.00850518208228,0.051380503103635504,-2.6354364021140775,0.03743830588988945,3.761242908341708,11.118345386517506,1.3843809083554153,2.653241964607215,4.018183201256536,4194147.163721889,2.7949670267025892,2.0138141488566306,0.8882713986982212,11.027085093898146,7.895063498091573,10.26144167797324,7.546974117516527,2.8213788864092133,3.1441522786722644,8.102889134640868,-3.282157872663707
